headline,real_or_fake
It’s not true that 58% of Covid-19 deaths in Scotland were in care homes,1
This letter claiming to be from a doctor in Surrey is full of errors,1
Mask graphic contains a number of inaccuracies,1
[COVIDWatch]: Are spot checks being done at homes to ensure no social gatherings are happening?,1
[COVIDWatch]: Are road blocks being set up to check on why people are on the road?,1
[COVIDWatch]: Is Singapore rejecting all international packages?,1
[COVIDWatch]: Are people in the US looting stores because of COVID-19?,1
[COVIDWatch]: Did Singapore follow President Donald Trump’s COVID-19 guidelines?,1
"[COVIDWatch]: Can Singaporeans withdraw $2,000 from their Ordinary Accounts from 1 April?",1
[COVIDWatch]: Are military helicopters spraying “pesticides against COVID-19” over countries?,1
[COVIDWatch]: Is Singapore ceasing imports of supplies and heading for a lockdown?,1
[COVIDWatch]: Was this a video taken during the SAFRA Jurong private event?,1
[COVIDWatch]: Are Tankers Not Allowed To Dock In Singapore Because Of The Virus?,1
"Saliva tests for Covid-19 exist, but less accurate than nasal tests",1
"Heineken South Africa not closing, but has scrapped plans for new brewery",1
"Uganda’s health ministry ‘discussing’ announcement of third Covid-19 death? No, Facebook post fake",1
Kenyan Covid-19 ‘relief funds’ website a scam,1
"No, Ugandan police announcement of arrest for people wearing masks wrong",1
"No, UN didn’t tweet list of ‘most corrupt’ African countries under Covid-19",1
"No, Uganda’s exams board hasn’t announced online exams ",1
"‘Huge’ IMF fund for Zimbabwe’s entrepreneurs? No, just another scam",1
No evidence ram tested positive for Covid-19 in northern Nigeria,1
Google and Apple’s Covid-19 notification technology no ‘secret’,1
"No, Ugandan health ministry did not raise alarm about quarantined Covid-19 patients having sex",1
Nigeria’s anti-corruption czar DID say coronavirus was caused by corruption,1
Cek Fakta: Tidak Benar Pandemi Flu Babi Tahun 2009 Lebih Bahaya daripada Covid-19,1
"Cek Fakta: Tidak Benar Klaim soal Tingkat Kesembuhan Covid-19 Capai 99,9 Persen",1
Cek Fakta: Hoaks Vaksin Flu Spanyol Membunuh 50 Juta Orang,1
"No, Ugandan parliament speaker’s coronavirus ‘cure’ just external disinfectant",1
"No, Uganda hasn’t ‘suspended’ sex during Covid-19 crisis",1
"No, Ghana university hasn’t developed coronavirus vaccine",1
"No, coronavirus patient in China not ‘cured’ with HIV drugs",1
"No, garlic doesn’t cure coronavirus. Get Covid-19 facts only from experts",1
"No, drinking alcohol won’t kill the coronavirus",1
Coronavirus is not pneumonia – and symptoms of Covid-19 can be like common cold,1
Photo not of Italian doctors dead from Covid-19 – it’s from TV drama Grey’s Anatomy,1
[COVIDWatch]: Was A Chinese Prostitute With COVID-19 Asked To Name Her Clients By MOH?,1
[COVIDWatch]: Did CNA Tweet That Schools Are Closing From 10 Feb?,1
[COVIDWatch]: The Cure For Coronavirus?,1
Covid-19 Sensor Has Not Been Inserted Into Your Mobile Phone… Here’s The Truth!,1
Wedding Pre-Shoot Images Of Couple Shared As COVID19 Patient Proposing To His Doctor,1
FAKE NEWS ALERT: Dr. Elena Granato Is Not Dead…,1
Is There A Pandemic Every Hundred Years As These Viral Posts Claim?,1
Are People In India Violating Lockdown By Gathering On Rooftops?,1
Does This Image Show Lock Down Protocol Violators Physically Punished By Nepal Police? Here’s The Truth…,1
Was This Child Abandoned Because Both His Parents Were Infected With Covid-19? Here’s The Truth,1
WHO Director General’s Old Statement On SL Health Services Shared Out Of Context; Read The Truth Here….,1
No. These Are Not Deceased COVID19 Victims Washed Ashore!,1
Investigation Into WhatsApp Messages Circulating In Sri Lanka Related To COVID19,1
Investigation Into WhatsApp Messages Circulating In Sri Lanka Related To COVID19,1
Investigation Into WhatsApp Messages Circulating In Sri Lanka Related To COVID19,1
No. President Has Not Issued 10 Point Bulletin For Citizen To Be Followed During COVID19,1
"No, These Images Are Not Of Currency Notes Thrown On Streets By Italians…",1
"No! These Aren’t Visuals Of Mass Graves In Italy But, A Scene From A Science Fiction Movie!",1
FACT CHECK: Clip Of A 2013 Korean Movie “Flu” Gets Viral As Visuals From Italy.,1
"Hot baths, hot hand dryers and other heat will NOT kill coronavirus",1
"No evidence ibuprofen makes Covid-19 worse, say experts",1
"BCG vaccine used in Africa could reduce symptoms, but not ‘cure’ or ‘vaccine’ for Covid-19",1
"Fruit, veg and ‘natural herbs’ can’t cure Covid-19, produce vaccine",1
"No, tea does not cure Covid-19",1
"No, African leaders haven’t endorsed Madagascar’s ‘herbal medicine’ as coronavirus vaccine",1
"No, edible plant known as ewedu, bush okra and jute can’t stop coronavirus spreading in the body",1
"Ginger, turmeric won’t cure coronavirus or other diseases",1
"No, Sultan of Sokoto didn’t say Nigeria’s first Covid-19 case was faked",1
"Three months’ free rent in Kenya during Covid-19 crisis? No, announcement fake",1
"No, you can’t get coronavirus from eating chicken",1
Sudanese minister wearing face mask in meeting with Chinese ambassador? Image photoshopped,1
"No, Kenyan newspaper didn’t report coronavirus patient’s stay at Weston Hotel",1
"Photos not of coronavirus outbreak – and virus not ‘unknown’, fatal in ‘few seconds’",1
"Hong Kong streets empty of protestors after coronavirus? No, photo of Wuhan, China",1
New coronavirus hasn’t killed millions – and photo from art project,1
No evidence Obasanjo said there was no coronavirus in Nigeria,1
"Citizen TV reported Kenya’s ‘second’ coronavirus case, at Multimedia University? No",1
"Kenyans crowding in churches despite coronavirus ban? No, photos years old",1
"No, Putin hasn’t put 800 lions, hyenas on Russian streets to keep people in homes during coronavirus pandemic",1
WHO still recommends self-isolation and social distancing to prevent COVID-19 transmission,1
"No, WHO Did Not Advise Public To Stop Eating Bakery Items!",1
"No, Famous Baby Model Anahita Hashemzadeh Is Not Suffering From COVID19",1
7-Year-Old Image Of Ship Wreck In Italy Falsely Shared As Corona Virus Victims,1
Eid Prayers On Chinese Street In 2019 Shared As Muslim Community Praying For Coronavirus,1
Did Chinese President Visit A Muslim Mosque Recently? Here’s The Truth!,1
Mélange Of Unrelated Videos From China Shared Misleadingly In Context To Recent Corona Virus Outbreak.,1
FALSE: Getting a new tattoo is not a cure for COVID-19,1
Photo of ‘Covid-19’ train tanker manipulated,1
"Kenyans waiting for coronavirus curfew crackdown? No, photo from 2011",1
"Photo of 2013 terrorist attack victim, not Chinese woman killed in Kenya for Covid-19 symptoms ",1
"No, photo not of police brutality during Kenya’s coronavirus curfew",1
"No, photo not of Covid-19 ‘infected’ clothes, blankets – and you won’t get the virus from imported goods",1
Covid-19 spreads more quickly in the dark? Another false claim in overused CNN screenshot,1
"Kenya’s form fours to repeat the year? Screenshot fake, no announcement yet",1
"No, China has not sent Covid-19 vaccines to Nigeria",1
"Seven coronavirus victims shot dead in Rwanda? No, BBC post manipulated",1
"No, member of Chinese medical team in Nigeria hasn’t tested positive for Covid-19",1
"Indian Army dispatching team to be deployed in Sri Lanka to fight COVID-19
",1
News regarding total lockdowns,1
"FAKE: Chinese authorities confirm COVID-19 Patient-Zero had sex with bats
",1
"FAKE: AdaDerana alert claiming the curfew reinforcement time has changed to 6PM
",1
"SCAM: WhatsApp forward ""JOB AT WHO""
",1
"FAKE: China seeks for court’s approval to kill over 20,000 coronavirus patients",1
"Mobile phone cancellations in China don’t prove that 21 million have died of Covid-19
",1
"The USA and China created the novel coronavirus to kill Africans.
",1
"China and Japan are free of the novel Coronavirus.
",1
"China owns the patent for the drug remdesivir
",1
"No, Kenya’s Star newspaper didn’t publish report on face mask hawker diagnosed with Covid-19",1
"Man arrested in Kenya for not wearing mask during coronavirus outbreak? No, photo from 2014 strike",1
"No, UN not ‘unsure of any Covid-19 in Nigeria’ – country has more than 870 cases",1
"Coronavirus victims? No, photo of people killed by 2004 tsunami",1
"No, Russia’s Putin hasn’t backed Trump’s decision to freeze funding of ‘evil’ WHO",1
"Zimbabwe police violence due to political gathering, not coronavirus",1
"Top Kenyan official gives the finger to coronavirus ‘idiots’? No, photo manipulated",1
"No, video not of Italian billionaire’s suicide after ‘family wiped out’ by coronavirus",1
"No, Nigeria’s government hasn’t signed up to forcefully vaccinate its citizens",1
No green light for authorities to tap phones in Kenya: Judiciary,1
"No, photo doesn’t show man beaten for coughing on security guard in Kenya",1
"Satire: South African education minister didn’t say food came from supermarkets, not farms",1
"No, FBI hasn’t arrested Bill Gates for ‘biological terrorism’",1
"No, Madagascar president didn’t say in interview that WHO offered him $20m to poison Covid-19 remedy",1
"Nigeria has more than 8,000 confirmed cases of Covid-19",1
"No, Nigerian minister didn’t say 17.3 million children were fed as part of Covid-19 relief",1
DRC’s Mukwege didn’t say he resigned from Covid-19 committees because he ‘can’t dirty my Nobel prize for money’,1
Dean Koontz predicted 2019 coronavirus in 1981 novel? No,1
"No, former US president Obama didn’t warn Africans against coronavirus vaccines",1
Canine coronavirus vaccine is for dogs – not related to new coronavirus that causes Covid-19,1
FALSE: There is no scientific evidence that a herbal medicine from Tanzania cures COVID-19,1
FALSE: A post claiming that COVID-19 is losing its potency is fake,1
FALSE: Uganda’s President Museveni has not tested positive for COVID-19,1
HOAX: This advert for COVID-19 research jobs at the Uganda Red Cross Society is fake,1
FALSE: Juba did not have 481 COVID-19 cases on May 20,1
PARTLY FALSE: The USD 25 million that Uganda has received for COVID-19 relief is not meant for distribution to every adult,1
"HOAX: This Facebook account offering Ksh15,000 COVID-19 relief cash from Governor Wycliffe Oparanya is fake",1
"This Video Does Not Show Vladimir Putin's Daughter Receiving COVID-19 Shots

https://www.boomlive.in/fake-news/this-video-does-not-show-vladimir-putins-daughter-receiving-covid-19-shots-9270",1
Kerala Plane Crash: Malappuram DC Denies 40 Passengers Tested COVID-19 Positive,1
Delhi's Killer Doctor's Story Viral With Fake COVID-19 Twist,1
AYUSH Kwath or Kadha cannot ‘boost’ immunity to fight against COVID-19,1
Coronavirus: Old video of crowded KR Market in Bengaluru shared as recent,1
FALSE: Scientists in the US have not discovered a cure for COVID-19,1
FALSE: This post claiming that COVID-19 caused by bacterial infection is a hoax,1
HOAX: This Facebook page offering COVID-19 relief cash is fake,1
"FALSE: 19 truck drivers, not 182, tested negative for COVID-19 in Tanzania after testing positive in Kenya",1
HOAX: 5G technology is not linked to the COVID-19 pandemic,1
FALSE: 25 new cases of COVID-19 announced on May 7 do not include 14 Oromo political prisoners,1
HOAX: This site offering relief funds to Kenyans during COVID-19 pandemic is fake,1
"FALSE: Tanzania has not reported 16,467 COVID-19 positive cases",1
FALSE: There are no human COVID-19 vaccine trials in Kenya at the moment,1
FALSE: Prolonged face mask use does not lower oxygen circulation in the blood,1
FALSE: Kenya did not have the highest number of COVID-19 cases in Africa on May 6,1
[SALAH] Memakai Masker Dapat Timbulkan Radang Selaput Dada,1
Cek Fakta: Tidak Benar Ada 5 Orang Tewas Akibat Vaksin di Filipina,1
FALSE: Education CS Prof Magoha did not announce a ban on boarding schools starting in 2021,1
FALSE: This Kenya Gazette notice prohibiting the sale of liquor is not legitimate,1
FALSE: Kenya’s Central Bank has not approved the use of cryptocurrency,1
FALSE HEADLINE: This article does not say Mutahi Kagwe declared Kenya COVID-19 free,1
FALSE: Ethiopia’s federal government has not blocked COVID-19 medical supplies to Tigray Region,1
FALSE HEADLINE: The coronavirus strain that has killed hundreds of camels in Kenya is not new,1
FALSE: Novavax’s trial COVID-19 vaccine has not been released to the public yet,1
HOAX: Samsung is not running a promotion for students affected by COVID-19,1
FALSE HEADLINE: Kenya has not blocked flights from Europe and the US,1
FALSE: Coconut does not cure COVID-19,1
FALSE: President Magufuli did not order a plane carrying a Kenyan delegation to Mkapa’s funeral service to turn back,1
FALSE: This image claiming to show students returning to school with babies after COVID-19 is misleading,1
FALSE HEADLINE: The ‘COVID-19 cure’ that Machakos County received from Tanzania has not been proven to work,1
FALSE: Scott’s Emulsion does not protect against COVID-19,1
FALSE: Reports that the Uganda Police Force will arrest couples who don’t practise social distancing are false,1
FALSE: Uganda does not have more COVID-19 recoveries than confirmed cases,1
Afghan herbalist clinic closed over quack coronavirus ‘cure’,1
Afghan Gov’t Warns Against Popular But Unproven Coronavirus Treatment,1
"Desperate for Any Coronavirus Care, Afghans Flock to Herbalist’s ‘Vaccine’",1
FALSE: Kakamega County has not set aside KSh 4 million for a COVID-19 graveyard,1
FALSE: A diet of these selected vegetables does not cure COVID-19,1
FALSE HEADLINE: South Africa has not developed a cure for COVID-19,1
FALSE: This post claiming to show riots in Kampala in 2020 uses old photos from unrelated events,1
FALSE: Travellers leaving Nairobi do not need a COVID-19 certificate,1
"HOAX: This page offering Ksh20,000 COVID-19 relief cash from Governor Mike Sonko is fake",1
FALSE: This website offering COVID-19 relief loans from the IMF is fake,1
FAKE NEWS ALERT: Dr. Elena Granato Is Not Dead…,1
Hoax report circulates about University of Oxford coronavirus vaccine trial,1
No. Japanese Nobel Laureate Professor Tasuku Honjo Did Not Say Coronavirus Was Made In Wuhan Lab… Here Is The Truth…,1
"These photos show the Philippine capital Manila, not Sri Lanka’s capital Colombo",1
This 2017 photo shows food waste in Australia – it is unrelated to the COVID-19 pandemic,1
No. Sri Lanka Navy Did Not Use Alternative Medicine To Cure COVID-19,1
Has Colombo’s Air Pollution Reduced As A Result Of The Lockdown As These Images Claim? We Found Out The Truth.,1
Placard Congratulating President & Prime Minister For Eliminating Coronavirus From Sri Lanka,1
FALSE HEADLINE: Entebbe International Airport is not yet open for scheduled passenger flights,1
HOAX: This photo of a man breaking COVID-19 restrictions to propose to his girlfriend in Murang’a is actually from Malawi,1
FALSE: State House Nairobi has not been locked down after four staffers tested positive for COVID-19,1
FALSE: This video of a mass in an empty church is not from Italy,1
FALSE: This post claiming that there is no COVID-19 in Uganda is a hoax,1
FALSE: WHO has not said that asymptomatic patients don’t spread COVID-19,1
Fake News Alert!,1
it means people are having the virus but we are not testing,1
"Fake news alert! The information being shared about two Dessup  testing  positive is NOT TRUE. 
No Dessup tested Positive so far. ",1
Rumor check: a lady who tested positive for COVID-19 was visited by her boyfriend at a quarantine facility,1
"Woman being shared on social media apps, saying that it is the photo of the positive patient",1
#Bhutan has sealed their borders only due to corona virus,1
"Viral images and news of ‘Covid warrior Dr Aisha who died’ turn out to be fake
",1
BREAKING: Dutton Quarantined on Nauru,1
FALSE: Kenya has not received a COVID-19 vaccine from the UK,1
"FALSE: The Jack Ma Foundation has not donated 500,000 COVID-19 test kits to Kenya",1
HOAX: MTN Uganda is not giving out free data in response to COVID-19,1
FALSE: There is currently no evidence that pregnancy puts women at greater risk of getting COVID-19,1
FALSE: The World Bank has not lauded Tanzania’s COVID-19 response strategy,1
FALSE: No report in Nigeria that 21 people died in Lagos after getting a COVID-19 vaccine,1
FALSE: This video does not show bodies of COVID-19 victims dumped into the sea,1
FALSE: Agency for people with disabilities not running program to support special needs children during COVID-19 crisis,1
FALSE: President Museveni has not shut down State House due to COVID-19,1
FALSE: This image of food donation claimed to be by DP Ruto is from The Gambia,1
FALSE: This post claiming Raila Odinga donated Ksh152 million to help fight COVID-19 is not factual,1
FALSE: Raila Odinga has not tested positive for COVID-19,1
FALSE: The World Bank has not channeled $50 million against COVID-19 to the Sonko Rescue Team,1
FALSE: There is no evidence that smoking cannabis can prevent COVID-19,1
FALSE: IEBC Chairman Wafula Chebukati has not hinted at postponing 2022 general election due to COVID-19,1
HOAX: Uganda’s 2021 general election has not been postponed to 2023 over COVID-19 fears,1
[SALAH] Pemakaian Masker Menyebabkan Penyakit Legionnaires,1
HOAX: This letter claiming the government intends to impose a three-week lockdown in Kenya is fake,1
"FALSE: This image of Pope Francis falling during mass is from 2016, not 2020",1
HOAX: This article claiming that Uganda has recorded its first COVID-19 death is false,1
FALSE: Uber has not suspended night services in Kenya,1
FALSE: Governor Mike Sonko has not donated 58 million shillings to help fight COVID-19,1
FALSE: Kenya has not confirmed 23 COVID-19 cases in Mombasa,1
FALSE: This letter directing Ugandan landlords to stop collecting rent due to COVID-19 is not authentic,1
FALSE: Uganda did not deport 19 passengers from high-risk COVID-19 countries,1
FALSE: Emirates has not suspended flights to Johannesburg due to coronavirus,1
HOAX: Reports that two Chinese nationals in Kenya have been killed over COVID-19 panic are false,1
FALSE: A team of medical doctor trainees from JKUAT has not produced a vaccine for coronavirus,1
"Vacant land where ‘90% ready’ Covid-19 hospital supposed to be? No, South African MP mixes up her hospitals",1
Immanuel vindicated? France hasn’t approved hydroxychloroquine as Covid-19 treatment – and drug found to be harmful,1
"Kenya’s universities only to open in September 2021? Tweet from fake, deleted account",1
"No, Nigeria Centre for Disease Control not giving out N45,000 Covid-19 relief funds",1
Offered a job at Nigeria’s disease control centre on WhatsApp? It’s a scam,1
"Did Nigeria’s education minister announce schools will open on 7 September 2020? No, video old and doctored",1
FALSE: This post promoting Plandemic: Indoctornation with claims about COVID-19 is misleading,1
FALSE: Ugandan President Museveni and his daughter are not in quarantine,1
FALSE: Journalist Dennis Okari has not been arrested over the ‘COVID-19 Millionaires’ exposé,1
FALSE: President Uhuru Kenyatta has not declared Kenya COVID-19 free,1
"Why you shouldn't believe the rumours about nursing homes being paid for COVID-19 deaths
",1
Ridiculous': Infectious diseases expert slams Clive Palmer's hepatitis B COVID-19 comparison,1
There's still no evidence Black Lives Matter protesters caused Melbourne COVID-19 surge,1
Did funding cuts by the Abbott government hamper the CSIRO's pandemic preparedness?,1
"Anti-vaxxers flood online polls to stack them against compulsory vaccination
",1
 Donation masks from China are contaminated with coronavirus - FAKE NEWS!,1
China is not conducting coronavirus vaccine testing in Papua New Guinea,1
why was #Obama in #Wuhan No reason for #POTUS to be in #China lab #WuhanCoronavirus #WuhanVirus #COVID__19 #COVIDStopsWithMe #coronavirus #Covid19 #conspiracy,1
Conspiracy theory.. did the Democrats conspire with China to create the Coronavirus to stop Donald Trump? ,1
A screenshot of an Australian Department of Health webpage has been shared repeatedly on Facebook alongside a claim it is evidence that COVID-19 tests “cannot distinguish covid from a cold or measles or ebola”,1
Hoax circulates online that Fauci ‘knew’ about effective coronavirus treatments in 2005,1
"No, unwashed face masks won’t cause legionnaires disease",1
No laptop giveaway – ‘Tecno Mobile Uganda’ Facebook page a scam,1
Beware: another MTN giveaway scam on Facebook,1
FALSE: There is no evidence that breast milk prevents or cures COVID-19,1
FALSE: The World Health Organization has not voiced opposition to Kenya’s community-based learning plan,1
FALSE: Tanzania has not ejected the World Health Organization from the country,1
"FALSE: This Facebook account offering Kenyans KSh 40,000 for COVID-19 relief is fake",1
FAUX: Le communiqué de presse annonçant le recrutement de 2.000 camerounais est FAUX,1
"Anti-vaxxers say WA death certificate guidelines suggest COVID-19 death rate is overstated. Experts beg to differ
",1
"NZ rejects US President’s COVID-19 comparisons
",1
Homemade grapefruit recipe won’t make hydroxychloroquine,1
"NZ PM temple visit post misleads on COVID-19 claim
",1
"Medical mask colour instructions are misleading and false
",1
"False COVID-19 test and survival rate claims resurface
",1
"False claims about COVID tests and famous New Zealand visitors
",1
"COVID-19 video post misleading and a distortion, says Aussie scientist
",1
"Forced testing and underwear removal in WA schools? Here are the facts
",1
"Does Victoria or NSW have the highest COVID-19 testing rate in the world?
",1
"Is it illegal under the constitution for a state to close its borders to other Australians?
",1
"Coronavirus Fact Check: COVID-19 can attack your cardiovascular system. Here's what you should know.
",1
"Cambodia: Covid-19 Spurs Bogus ‘Fake News’ Arrests
",1
Cambodia’s Hun Sen Blasts Online Virus Misinformation,1
"Two People Detained for Allegedly Spreading Fake News about COVID-19, One Facing Charges
",1
A post claims several medicine combinations cure COVID-19,1
"A post uses an image of an “undocumented Nicaraguan” and claims he tested positive for COVID-19, and is “spitting on doors”
",1
Ruth Mari Calderon from the Academy John Maxwell in Bolivia shares information on the unknown cures for COVID-19.,1
"Police in Ireland are offering a €1,000 reward to anyone who reports a house party to help deter the spread of COVID-19",1
"FALSE: You can catch Legionnaires’ disease or pleurisy from wearing a face covering
",1
"FALSE: A person with a cold or flu will test positive for COVID-19
",1
FALSE: Only 8 people under the age of 65 have died of COVID-19 in Ireland,1
FALSE: Health authorities in Ireland have banned hydroxychloroquine as a potential COVID-19 treatment,1
"FALSE: Barack Obama and Dr Anthony Fauci gave a laboratory in Wuhan $3.7 million in 2015 for a ‘bat’ project
",1
FALSE: Contact tracing apps have been secretly installed on every Android phone,1
"FALSE: Fewer than 100 people have died from COVID-19 in Ireland.
",1
"FALSE: Irish Prime Minister Leo Varadkar is going to the Supreme Court to make the coronavirus vaccine mandatory for all people living in Ireland.
",1
"FALSE: “COV 19” was found inscribed on a circuit board for a 5G mast.
",1
"FALSE: Hand sanitiser can go on fire if left in a car in hot weather.
",1
FALSE: Italy has discovered that COVID-19 is a bacterium rather than a virus.,1
"FALSE: Dr Anthony Fauci said a COVID-19 vaccine must be delivered to people without ‘proper studies’ being carried out.
",1
"FALSE: Bill Gates, Melinda Gates, Anthony Fauci and the WHO are being charged with genocide.",1
FALSE: Italy wants to charge Bill Gates with crimes against humanity.,1
Coronavirus. Sono calate le vaccinazioni e i morti in culla? I NoVax ci riprovano,1
Covid-19. I vaccini antinfluenzali sono contaminati con i Coronavirus dei cani? La bufala dell’immunologa No Vax,1
Fake News18 screenshot shared to claim 57 COVID deaths after COMEDK exam in Karnataka,1
Old video from Pakistan shared as UP student tests COVID positive after B.Ed exam,1
"COVID-19 is not a bacterial infection, false claim viral on social media",1
Viral Photos of Bodies of COVID-19 Victims in Pakistan,1
CM Murad Shah has not been ranked '4th best COVID-19 responder',1
Fake Emergency Notification on Coronavirus attempts to mislead public,1
"Warm Water, salt and vinegar won't keep you safe from coronavirus ",1
Pakistan's First Coronavirus Patient Not Discharged,1
"Pakistan Has Not Developed A Cure For Coronavirus, But News Outlets Can’t Stop Claiming We Have",1
"Garlic Water has its Benefits, Curing Coronavirus is Not One of Them",1
"All hotels in Naran, Kaghan and Shogran have not been sealed",1
"No, half of UK’s imported Covid-19 cases not from Pakistan",1
"Whatsapp rumours are false, Covid-19 is not a bacteria",1
WHO has not approved any home remedy for COVID-19,1
Congress shares 2012 image of PM Modi with ducks as PR during COVID-19,1
Govt Official Breaks Down Over Maharashtra's COVID Crisis? A FactCheck,1
Did Vladimir Putin's Daughter Die After Taking COVID-19 Vaccine?,1
"Scott Morrison made a comparison of deaths in Sweden and Australia. Does it check out?
",1
Craig Kelly questions Victoria Police uniforms,1
Tony Abbott says Victoria's coronavirus lockdown is the most severe tried in the world outside Wuhan. Is he correct?,1
[Fakta atau Hoaks] Benarkah Putri Putin Tewas Usai Terima Dosis Ke-2 Vaksin Covid-19 Rusia?,1
Fact check: Fake emergency notification on coronavirus attempts to mislead people,1
"Warm water, salt and vinegar won't keep you safe from coronavirus",1
Pakistan's first coronavirus patient not discharged,1
"Pakistan has not developed a cure for coronavirus, but news outlets cannot stop claiming we have",1
"Garlic Water has its benefits, curing coronavirus is not one of them",1
"All hotels in Naran, Kaghan and Shogran have not been closed",1
"No, half of UK's imported Covid-19 cases not from Pakistan",1
"Whatsapp rumours are false, Covid-19 is not a bacteria",1
Suspected coronavirus cases at LUMS have all tested negative,1
Pakistan Government's Covid tracker does not show the entire J&K region as part of India,1
Fakta atau Hoaks] Benarkah CDC Sebut Covid-19 Tak Menyebar Lewat Udara sehingga Pakai Masker Tak Berguna?,1
[Fakta atau Hoaks] Benarkah Klaim-klaim soal Covid-19 oleh Aliansi Dokter Dunia di Video Ini?,1
"It is false that COVID-19 ""has not caused excess mortality"", as stated in a viral video",1
Post misleads on Australian COVID-19 death data,1
Coronavirus. L’Oms vuole “deportare” i vostri familiari infetti entrando con la forza nelle vostre case? No!,1
Coronavirus. Le teorie di complotto negazioniste e antivacciniste del fantomatico Dr. Ayyadurai Shiva,1
World Doctors Alliances video on Covid-19 misleading,1
"Video shares false claim that Pfizer-BioNTech Covid-19 vaccine contains 'nanotechnology'
",1
Retired Italian doctor’s false claims about Covid-19 tests and vaccines circulate globally online,1
Report falsely claims that US health protection agency ‘admits’ Covid-19 does not exist,1
"Facebook posts promote false conspiracy that coronavirus testing patent was submitted in 2015
",1
The evidence shows surgical masks do offer protection from Covid-19,1
Viral Facebook post incorrectly claims that a list of PPE contracts are all unfulfilled,1
There’s no evidence that a US COVID-19 vaccine killed 5 Ukrainians,1
"No, the Labor Department isn’t giving essential workers $4,800 in hazard pay",1
"Wisconsin GOP lawmaker wrong that masks have been ""proven ineffective"" against COVID-19",1
"No, order doesn’t require masks in your house or walking your dog",1
"No, Trump wasn’t caught insulting his supporters",1
What’s missing from Florida ‘5 times better’ claim on COVID-19 death rates,1
"Herman Cain died of COVID-19, not cancer",1
"No, a CDC-WHO study does not prove that masks do not prevent spread of COVID-19",1
Has Russia Gifted 1 million doses of Covid vaccine to Pakistan?,1
Video of man killed in celebratory firing goes viral with wrong claim,1
Did Pakistan PM read Covid-19 charts upside down?,1
Novel Coronavirus: Pakistani officials deny they issued warning over dangers of eating goat meet,1
Video of Pak patient in UK shared as Pak doctor who died after treating patients,1
Ordinary face masks are not harmful,1
Why this poll gives a misleading view on how many people the public think Covid-19 has killed,1
"We do not test 330,000 people a day for Covid-19",1
Leicester residents are not being forcibly tested for coronavirus,1
There is no proof you’re more likely to get Covid-19 if you’re tall,1
Fact check: Children cannot be taken away and detained without parental consent under the Coronavirus Act,1
"mRNA vaccines are being developed for Covid-19, but they do not change your DNA",1
We don’t know whether “misinformation” killed 800 people,1
You cannot catch Legionnaires’ disease from a mask,1
Viral Facebook post on cost of “binned” test and trace app is wrong,1
Infrared thermometers do not affect the pineal gland,1
Flu isn’t the underlying cause of death for more people than Covid-19,1
A retracted paper linking 5G and coronavirus with no evidence is doing the rounds on Facebook,1
Photo doesn’t show COVID-19 protest crowd in Germany. It's from a techno parade in Switzerland,1
Bill Gates didn’t say this about COVID-19 vaccines,1
Facebook post mischaracterizes Obama’s eulogy for John Lewis,1
Trump’s false claim that children are ‘almost immune’ to COVID-19,1
"This photo of Bill Clinton is five years old, not from John Lewis’ funeral",1
"No, the U.S. hasn’t achieved herd immunity from COVID-19",1
What is the recovery rate for COVID-19 in Texas?,1
"No, Donald Trump did not put a hold on evictions through December",1
"Conspiracy about Moderna, Gates, Epstein, Fauci and Soros is wrong",1
Facebook post mislabels months-old image on mask policy as new to spread COVID-19 disinformation,1
Senator forgets key context about UNC's COVID-19 testing,1
Is Cuomo directive to blame for nursing home COVID deaths as HHS official claims?,1
"No, the CDC did not ‘quietly adjust’ US coronavirus deaths",1
COVID-19 Nasal Swab Test Does Not Cause Risk of Infection,1
Trump’s Misleading COVID-19 Comparisons to Other Countries,1
Asthma Medicine Not Proven as COVID-19 ‘Cure’,1
"Posts Take Old Photos of Biden, Harris Out of Context",1
"New ‘Plandemic’ Video Peddles Misinformation, Conspiracies",1
Must All U.S. Businesses Accept Legal Tender as Payment?,1
Did Christopher Harrington Patent a ‘CV19-N95’ Mask in 2015?,1
Does Farting Negate the Use of Masks to Prevent COVID-19?,1
Is FEMA Offering Hazard Pay Due to COVID-19?,1
Did Fauci Say in 2005 Virology Journal That Hydroxychloroquine Can Treat SARS?,1
Did Spirit Halloween Say It Would Not Open Stores in 2020?,1
Are ‘Neck Gaiters’ Worse at COVID-19 Transmission Than Foregoing Masks Altogether?,1
"‘We don’t want that,’ Trump says of New Zealand after country reported nine new COVID-19 cases",1
Donald Trump says US is at the top globally in COVID-19 fight. It isn’t.,1
FactChecking Trump’s COVID-19 Press Briefing,1
"Trump, Hahn Mischaracterize Data on COVID-19 Convalescent Plasma",1
News outlets did not use photo of same boy to report on 3 COVID deaths,1
No evidence that Mandy Cohen threatened to withhold PPE from NC hospitals,1
Mike Pence didn’t pretend to carry empty boxes of PPE. The clip is cut off,1
There’s no new autopsy report linking Jeffrey Epstein’s death to COVID-19,1
"Central Park field hospital treated coronavirus patients, not abused children",1
"Worries for restaurant owners are real, but post saying Georgia Gov. mandated reopening goes too far",1
Evidence lacking that cats eaten as COVID-19 cure,1
"No, Anthony Fauci wasn’t on Microsoft’s board of directors",1
"No, the media did not “pretend there was a deadly surge in COVID cases” after Wisconsin election",1
