headline,real_or_fake
Elections get dirty as adult filmmakers set up political action committee,0
Former Kentucky governor says successor may be target of FBI probe,0
"Carly's croon sparks bewilderment, criticism on social media",0
Ryan wants to end Obamacare cost protections for sick consumers,0
"Ackman, Valeant pledge reforms after spiking drug prices",0
Valeant to pay new CEO Papa base salary of $1.5 million ,0
Clinton sole presidential hopeful to attend Asian American forum,0
Trump's Washington foreign policy speech,0
U.S. Congress passes legislation to protect firms' trade secrets,0
Sanders says to lay off hundreds of campaign workers: NY Times,0
Email privacy bill unanimously passes U.S. House,0
"Ex-House Speaker Hastert gets 15 months, admits sex abuse",0
Maine official approves ballot initiative on marijuana legalization,0
Iran nuclear deal fight threatens Senate spending bill,0
Alabama city makes bathroom access by gender identity a crime,0
U.S. top court poised to overturn Virginia ex-governor's bribery conviction,0
"Obama to visit Flint, Michigan to hear about water crisis",0
White House urges congressional action amid Flint water crisis,0
House Speaker Ryan: All options open on Zika funding,0
Republican presidential candidate Cruz to make announcement at 4 p.m.,0
North Carolina lawmaker: 'we must fight to keep our state straight',0
U.S. diplomat Nuland says optimistic about Ukraine reforms,0
Baltimore primary voters back reform candidate for mayor after Freddie Gray unrest,0
Judge rejects challenge to Arizona presidential nominating election,0
House passes bill seeking to counter extremists' recruiting pitches,0
Jury deadlocks over tax-evasion charges against Washington state auditor,0
Kansas governor withdraws from Syrian refugee program,0
Rights groups appeal ruling upholding North Carolina voter ID law,0
"NYC mayor presents $82.2 billion budget, overhauls hospitals",0
"U.S. military can withstand the sage grouse, lawmakers say",0
U.S. justices mull propriety of recalling discharged jury to duty,0
U.S. top court backs New Jersey cop's political retaliation claim,0
House Democrats question if Valeant is withholding records,0
U.S. says Cubans' favorable immigration status to stay in place,0
House Republican leader sees Puerto Rico bill before July,0
Battle over N.C. transgender law intensifies as lawmakers reconvene,0
Exclusive: U.S. agencies split over fingerprinting parents of child immigrants,0
Federal judge upholds voter ID law in North Carolina,0
"On Election Eve for five states, Trump rips Cruz and Kasich",0
Sexual abuse accuser sues ex-House Speaker Hastert for $1.8 million   ,0
Cruz campaign vetting Fiorina as a possible VP pick: ABC News,0
Chief justice calls U.S. patent challenge process bizarre,0
Sentencing reform could help U.S. economy: White House panel,0
Boston mayor says not subject of federal probe into labor unions,0
"Republicans Cruz, Kasich reach 'stop-Trump' deal",0
Billionaire green donor launches U.S. millennial voter drive,0
Illinois governor signs higher education stopgap funding bill,0
"Obama, Merkel push for trade deal as foreign crises weigh",0
"Driven up the wall by Trump, Mexico looks to recast image in U.S.",0
Obama takes on role of America's pitchman at German trade show,0
Toned-down Trump does not mean retreat from policy: aide,0
Republican financier Koch says Clinton might make better president,0
Merkel says Geneva talks should aim to agree safe areas in Syria,0
Obama says EU and U.S. must move forward with TTIP,0
White House to make decision on 9/11 report by June: Bob Graham,0
Virginia ex-governor takes corruption appeal to U.S. top court,0
Donald Trump's unlikely villain: piano-playing Reince Priebus,0
"Trump bashes Clinton, promises not to become boring",0
Hillary Clinton also wants Britain to stay in the EU,0
Severe criminal justice policies hurt U.S. economy: White House,0
U.S. oil baron Harold Hamm endorses Trump for president,0
Virginia governor signs order restoring voting rights for felons,0
"Unpopularity of Clinton, Trump puts spotlight on potential running mates",0
Spy chief pressed for number of Americans ensnared in data espionage,0
Top House Republican condemns reported U.S. purchase of Iran heavy water,0
Markets ignore Trump presidential bid at their peril,0
U.S. to propose Obama visit Hiroshima in late May: Nikkei,0
"Trump has been playing a part, will become more presidential: adviser",0
Clinton targets young voters with new fundraising group,0
Trump offers support for bathroom access based on gender identity,0
Guantanamo shrinking but Obama goal of closing prison still elusive,0
Republican candidate Kasich passed over by 'Time 100',0
Mexico Senate committee OK's air transport deal with United States,0
"Kerry, Zarif to discuss U.S. sanctions relief for Iran on Friday: U.S.",0
Sanders raises more cash but Clinton makes campaign dollars go further,0
Sen. Warren demands answers from U.S. regulators over Cohen firm,0
U.S. Capitol replacing flag display over Confederate imagery,0
Senators close to proposal on Zika funds: Republican committee chairman,0
House speaker cites progress on Puerto Rico debt bill,0
Top House Democrat: Hopeful action on Puerto Rico bill comes next week,0
Nearly half Australians shrink at prospect of President Trump: poll,0
"Japan Inc sees damaged security, less U.S. trade in Trump presidency: Reuters poll",0
Kansas governor eyes tobacco bonds for budget fix,0
"Obama, Saudi king discuss strained alliance, Middle East conflicts",0
"Regional crises, not human rights, to dominate Obama-Gulf talks",0
Trump tightens grip on U.S. Republican nomination,0
Pot legalization group says to meet White House officials,0
Republican establishment warms to Trump after big New York win,0
Trump leans toward replacing Fed chief if he wins White House,0
"Obama, Saudi king discuss U.S.-Saudi ties, conflicts: White House",0
Lawmakers may ask Air Force to look at restarting F-22 production,0
Oklahoma can consider PTSD in sentencing veterans under proposed law,0
"Obama, Abu Dhabi Crown Prince discuss Yemen, Libya conflicts",0
War of words with pope no issue for Trump backers: Reuters/Ipsos poll,0
U.S. lawmaker wants hearing on bill to curb shell company abuse,0
'Reality' of 9/11 report less damaging than rumors: U.S. Democrat,0
"Senate passes bill to bolster power grid, speed LNG exports",0
Supreme Court upholds Arizona legislative districts,0
"Obama, Crown Prince of Abu Dhabi to meet Wednesday evening - White House",0
Contested convention chances down after Trump takes NY: PredictIt,0
Apple refused China request for source code in last two years: lawyer,0
Senator Hatch raps House's Puerto Rico debt bill,0
Senior U.S. lawmakers want India PM Modi to address U.S. Congress,0
"On Oklahoma bombing anniversary, a pitch for Garland for Supreme Court",0
"U.S. judge approves court, police accord for Ferguson, Missouri",0
UnitedHealth plans to exit Obamacare exchanges,0
UnitedHealth's Obamacare exit adds pricing pressure on rivals,0
U.S. House committee votes to smooth e-cigarette regulatory path,0
Senate's McConnell still looking at Saudi 9/11 lawsuit bill,0
Secret U.S. court issues first order for phone data under new law,0
Kentucky's Republican governor calls for probe of Democratic predecessor,0
House leader wants review of 9/11 bill that would let Americans sue Saudis,0
U.S. chief justice uses sign language as deaf lawyers sworn in,0
New York City watchdog decries 'irregularities' in primary voting,0
"U.S., Iran discuss fulfilling nuclear deal pledges to Tehran",0
"Washington, DC lawmakers finalize ban on public pot smoking",0
U.S. justices weigh federal fraud claim over woman's death,0
"Sanders opposes Constitution pipeline between Pennsylvania, NY",0
U.S. lawsuit seeks disclosure of court orders on decryption,0
Trump candidacy: Where some fear to tread others see a path to victory,0
U.S. says Kerry to meet Iran foreign minister on Tuesday,0
Senate passes bill to boost travel security after Brussels,0
U.S. top court appears unlikely to revive Obama immigration plan,0
"Immigration overhaul backers sing, dance, chant at U.S. Supreme Court",0
"North Korea can learn from Iran nuclear deal, U.S. says",0
Sanders hits Clinton on campaign finance hours before New York votes,0
U.S. to send more troops to Iraq to tackle Islamic State,0
Obama: U.S. giving more support to Iraq as it fights Islamic State  ,0
White House: Not in Saudi interest to destabilize global economy over 9/11 bill,0
"U.S. poised to approve Boeing fighter jet sales to Qatar, Kuwait",0
Milestones in the Supreme Court immigration case,0
White House: Michelle Obama to join husband on trip to Britain,0
Factbox: Legal issues in Supreme Court immigration case,0
Ryan urges Obama to rule out sanctions 'workarounds' for Iran,0
Clinton says she would 'go further' than Obama on immigration: statement,0
U.S. to give Philippines eye in sky to track South China Sea activity,0
U.S. pledges 'strong response' in event of another North Korean nuclear test,0
Chinese official calls Trump 'irrational' on trade,0
Cruz adviser says Trump campaign taking 'banana republic' approach,0
Access to U.S. financial system not part of Iran nuclear deal: White House,0
Obama immigration action goes before Supreme Court,0
Factbox: Legal issues in Supreme Court immigration case,0
Milestones in the Supreme Court immigration case,0
Ted Cruz wins Wyoming Republican presidential nominating contest,0
Clinton backer George Clooney condemns 'obscene' sums in White House race,0
Pope says its crazy to see his meeting with Bernie Sanders as political,0
Obama urges more consumer choices for cable TV set-top boxes,0
Former TV 'Apprentices' denounce Trump White House bid,0
Sanders' tax returns highlight contrast with rival Clinton,0
Trump campaign manager says he called reporter after run-in: CNN,0
Carnival expects Cuba to allow Cuban-Americans on inaugural cruise,0
Protesters nationwide denounce big money in U.S. politics,0
U.N. rights chief decries 'bigotry' in U.S. presidential race,0
"Puerto Rico rescue falters under attack by conservatives, investors",0
Obamas donated less to charities in 2015 as income slipped,0
Obama tax inversion rules may overstep authority: U.S. lawmaker,0
Mississippi governor signs law allowing armed church security,0
Sanders at Vatican says rich-poor gap worse than 100 years ago,0
Immigrants in limbo as U.S. top court weighs Obama action,0
"Clinton, Sanders Democratic debate draws 5.6 million viewers: CNN",0
Most House members sign letter backing Israel at U.N.,0
U.S. lawmaker calls on IRS chief to resign over handling of hacked data,0
Congress should give Puerto Rico debt restructuring authority: White House,0
Republican Party says complaints over delegates 'distracting',0
"Cruz says will target taxes, bank regulation if elected: CNBC interview",0
"In Wyoming, Cruz shows edge over Trump in grasp of nuances of White House race",0
Trump talks up 'New York values' as protesters demonstrate against him,0
Former New York governor Pataki endorses Republican John Kasich,0
John Kerry: Carnival should not bar Cuban-Americans from cruises to Cuba,0
Democrats to sue Arizona officials over primary voting problems,0
No prosecution for Trump campaign manager Florida battery charge,0
"Apple, FBI to clash again in Congress over encryption",0
"Cyber as big a threat as Iran, North Korean ICBMs: U.S. admiral",0
Senate committee approves authorization for U.S. commodities regulator,0
"Six years after BP spill, U.S. sets new offshore oil safety rules",0
"Celebrity U.S. presidential picks prompt alliances, rifts",0
Trump's 'Paterno' comment sparks jeers on social media,0
U.S. lawmakers target May 1 for Puerto Rico debt crisis bill,0
House Speaker Ryan: lawmakers likely to come together on Puerto Rico,0
"Thornton, Arkansas congressman who figured in Nixon impeachment, dies",0
House Speaker Ryan says opposes giving Iran access to U.S. dollar,0
House Speaker Ryan backs continued aid to Egypt,0
"Trump takes steps to reset his campaign, tries to soften his image ",0
"Unions endorse Sanders, Clinton for president as NY race nears",0
Trump's jobs homecoming a long shot even in manufacturing hot spots ,0
Republican Cruz speaks highly of Rubio when asked about possible VP running mate,0
"Sanders, Clinton join picket lines, fight for union support",0
Trump campaign manager will not be prosecuted on battery charge: Politico,0
U.S. Congress panel postpones work on Puerto Rico debt bill,0
Puerto Rico creditors cancel lawsuit after governor's emergency order,0
Dealmakers say a Trump presidency would be bad for M&A,0
Senate panel releases draft of controversial encryption bill,0
U.S. House panel says Puerto Rico bill in limbo as talks continue,0
U.S. House panel cancels Thursday session on Puerto Rico debt bill,0
"U.S. Treasury, Democrats concerned over Puerto Rico plan ",0
Critics slam proposed South Carolina transgender bathroom bill,0
Obama to issue new offshore drilling rules on Thursday: source,0
Long-stalled email privacy bill advances in Congress,0
"Republican, signaling a shift, says more money needed for Zika fight",0
JPMorgan passes up chance to counter Sanders' criticism,0
Senate Democrats want changes to House Republican bill on Puerto Rico,0
White House says more work needed on Republicans' Puerto Rico plan ,0
House Speaker Ryan's campaign fundraising tops $17 million in first quarter,0
Clinton to propose creation of immigrant affairs office,0
"Electrical workers in New York City area endorse Clinton, campaign says",0
Republican Paul Ryan on 2016 presidential race: Count me out,0
Puerto Rico rescue plan strains U.S. Republican caucus,0
Senate Judiciary Committee chairman Grassley tells Garland no hearings,0
Congress sends Obama bill on Zika drug development,0
Obama expected to sign bill on Zika drug development: White House,0
"Hillary Clinton, NYC mayor assailed for racially charged joke",0
U.S. House Speaker Ryan applauds new Puerto Rico aid bill,0
Chicago schools would have less funding in governor's budget,0
"U.S. presidential rivals Clinton, Sanders tied in support among Democrats: poll",0
"Securities, commodities regulators press U.S. Congress for more funds",0
Kerry defends trade deals against campaign attacks,0
"Not an endorsement, but close; Obama comments hint at support for Clinton",0
Trump remittance plan would violate Mexican rights: Mexico cenbank,0
"U.S. confident Brazil can meet political, economic challenges: White House",0
"Top Democrat, in letter, blasts Valeant CEO for lack of cooperation",0
House Speaker Paul Ryan to rule out 2016 presidential candidacy,0
"Grassley, Garland reprise 1990s judicial confirmation fight",0
California to hike funds for new parents on family leave,0
Trump blasts 'rigged' rules on picking Republican delegates,0
Police arrest 400 at U.S. Capitol in protest of money in politics,0
California or bust: Bernie Sanders charts a White House path,0
Senate committee to take up bill on CFTC,0
New York City to pursue sweeping homelessness reforms: mayor,0
"Obama, Fed's Yellen discussed economic risks in White House meeting",0
Antitrust head Baer to serve as No. 3 at Justice Department,0
Chicago finance committee approves payouts for police custody deaths,0
Obama 'pleased' with Fed's Yellen: White House,0
Two Trump kids won't be voting for Dad in New York primary,0
"Sanders wins Wyoming, prepares to take on Clinton in New York",0
Obama says Clinton never jeopardized national security in email case: Fox,0
U.S. plans to curb tax 'inversions' could hit foreign companies,0
U.S. Democrat Clinton downplays chance of contested convention,0
Boston Globe denounces Trump candidacy in 'front page' satire ,0
Lawyers evasive about ex-U.S. House speaker's alleged sex abuse,0
"Arizona man challenges primary results, alleging misconduct ",0
Vatican trip could boost Sanders' fight against Clinton,0
Exclusive: Blocking Trump could hurt Republicans in election - Reuters/Ipsos poll,0
Prosecutors say ex-House Speaker Hastert sexually abused boys,0
Senate primary-race pressures work against Obama's court nominee,0
"Obama says Trump, Cruz doing Democrats a 'favor'",0
California to expand paid family leave for new parents,0
U.S. needs up to 18 more Russian rocket engines: Pentagon,0
"U.S. hands over 1,100 pages of Benghazi records: House panel chairman",0
Colorado lawmaker aims to outlaw pot-laced gummy bears,0
Obama to discuss Islamic State at CIA next week,0
Poll: Trump extends his lead among Republicans with 42 percent support,0
New Jersey's Christie loses bid to freeze Atlantic City spending,0
Leak of Senate encryption bill prompts swift backlash,0
Papal official denies report Sanders invited himself to Vatican,0
Bill Clinton confronts protesters who say his crime reforms hurt blacks,0
"Democrat Sanders, 'big fan of pope,' to attend Vatican conference",0
Trump adviser says Republicans won't have contested convention ,0
U.S. leaders must still 'distrust' Iran: Clinton,0
"In record year for political ads, media buyers see tight market ",0
"Obama, Republicans urge Trump to soften tone",0
Ted Cruz hit with 'New York values'; Trump gets Giuliani backing,0
Bill Clinton defends wife's 'super predator' comment to protesters,0
Obama defends choice of white male jurist for Supreme Court,0
"Trump, under fire on many fronts, expands campaign team",0
Democrats force postponement of committee's vote on SEC nominees,0
Vanguard CEO 'encouraged' by efforts to revise retirement advice rule,0
South Carolina bill aims to limit transgender access to bathrooms,0
Pennsylvania bans bias against transgender people,0
Model who alleges Trump's agency defrauded her moving forward with case,0
Senator Markey wants government informed of aviation cyber attacks,0
White House: Congress would have most impact on fighting tax avoidance,0
Senators ask Treasury to probe U.S. links to 'Panama Papers' firm,0
Planned Parenthood sues Indiana for abortion law,0
"Senator Lindsey Graham wants billions in emergency funds for Egypt, Jordan, Lebanon",0
"Senator Graham open to selling Boeing F-18 to Kuwait, Qatar",0
Exclusive: Cruz about even with Trump in Republican presidential race - poll,0
U.S. senators vote to bolster travel security in FAA bill,0
Trump cancels California event to stay in New York,0
Election stirs debate about Fed's handling of political pressure,0
Factbox: Fed and presidential campaign: where candidates stand ,0
California bill to fight fashion models' eating disorders advances,0
Exclusive: White House declines to support encryption legislation - sources,0
Puerto Rico enacts emergency debt moratorium bill,0
Lawyers for ex House Speaker Hastert ask judge for probation,0
Trump opponents buoyed after front-runner's Wisconsin loss,0
Tennessee bill would allow counselors to deny service based on religion,0
How Ted Cruz win in Supreme Court hurt U.S.-Mexico relations,0
Trump would try to squeeze Mexico into funding border wall,0
Obama urges Congress to take action on corporate tax reform,0
Alabama governor to face impeachment push in state legislature,0
"U.S. weakens retirement advice rule, responding to industry",0
Republicans offer bill to block potential Iran dollar use,0
White House finds temporary fix in Zika funding fight,0
Factbox - Department of Labor retirement 'fiduciary' rule ,0
"Wells Fargo supports 'best-interest' standard, is reviewing new rule",0
"Labor Dept forecasts costs, retiree gains from fiduciary rule",0
U.S. securities regulator says 'disappointed' by retirement advice rule,0
"Democratic White House hopefuls cheer end of Pfizer, Allergan deal",0
"Mexico replaces top U.S. diplomats, citing hostile climate",0
"Republican Cruz crushes Trump in Wisconsin, says party will unite",0
Puerto Rico GO bondholders issue proposal for restructuring,0
Republican Collins' call for Garland hearings spurned,0
"Puerto Rico, creditors trade barbs over debt freeze bill",0
Obama discusses Islamic State threat with Pentagon chief,0
Senator Grassley to meet Garland despite opposition to nominee ,0
Trump calls Ford building plant in Mexico 'an absolute disgrace',0
House ethics committee continues probe of Florida's Grayson,0
"Pentagon chief wants streamlined, more nimble U.S. military structure",0
Ex Representative Grimm's restaurant partner to plead guilty: lawyer,0
Illinois marked 14th straight budget deficit in FY 2015: audit,0
"Obama to deliver statement on economy Tuesday, after inversions move",0
Trump makes late push for support on eve of Wisconsin primary,0
Justice Department in civil rights probe of Arizona election ,0
"Behind Donald Trump, a son-in-law who is also an adviser",0
"Clinton, Sanders agree to a April 14 debate: CNN",0
Senate unanimously approves trade secrets bill,0
U.S. to raise payments to insurers for Medicare Advantage 2017 plans,0
Republican Ryan is raising big money but not for White House race,0
New Jersey sues Atlantic City over school money,0
Virginia governor vetoes bill to label books 'sexually explicit' in schools,0
Creditors sue to block Puerto Rico development bank withdrawals,0
White House supports Senate's trade secrets bill,0
Planning group puts $43 billion price tag on Illinois transportation fix,0
New York's Cuomo signs two-tier minimum wage law in push for state-wide $15/hour,0
"Exclusive: Democrats Clinton, Sanders promise to include Latinos in cabinet",0
Bernie Sanders' ghost tweeter keeps his Brooklyn accent,0
Trump's prediction of 'massive recession' puzzles economists,0
Barron's endorses Kasich for president,0
"Clinton, Sanders audition for role as anti-Trump candidate",0
Trump predicts 'very massive recession' in U.S. ,0
Trump threat to run as independent counterproductive: party chief,0
State Department says halts review of Clinton emails at FBI request,0
Obama to delay Spain visit until government is formed: foreign minister,0
"Obama: Trump doesn't know much about foreign policy, world",0
Obama says 'no doubt' civilians have been killed in drone strikes,0
Former New York deputy secretary of state accused of perjury,0
Hillary Clinton to propose $10 billion manufacturing investment,0
Trump's probability of winning nomination drops: PredictIt,0
Trump sued in Kentucky by three who say he incited crowd to violence,0
U.S. to unveil retirement advice rule next week: source,0
Mississippi lawmakers approve religion bill amid gay-rights protests,0
Sanders: Firms must take 'haircut' in Puerto Rico debt crisis,0
NY state reaches deal to raise minimum wage toward $15 an hour,0
New York's political leaders reach deal on 2016-17 state budget,0
Senator Warren seeks investigation of insurers over retirement rule,0
Trump meets with Republican leadership; party unity discussed,0
Conservatives push for nearly unthinkable death penalty ban,0
Republicans alarmed at talk U.S. may ease Iran trade,0
California lawmakers approve hiking minimum wage to $15,0
Michigan governor tells credit rating agencies state doing 'very well',0
Trump in unexpected meeting with Republican Party chairman ,0
Trump in unexpected meeting with Republican Party chairman,0
Trump sounds off on abortion; criticism comes from all sides,0
Nuclear terrorism fears loom over Obama's final atomic summit,0
Pentagon to send about a dozen Guantanamo inmates to other countries soon,0
Senator Wyden pledges to fight limits on encryption,0
"Biden, Ukraine's Poroshenko to meet Thursday: White House",0
Nuclear security measure to take effect in 'near future': IAEA head,0
"Obama, France's Hollande to meet in Washington on Thursday: White House",0
Plan to raise California minimum wage to $15 clears key panel,0
"Senator concerned over U.N., Iran missiles and nuclear pact",0
"Trump says abortion doctors, not women should face punishment",0
Connecticut governor signs bill to close $220 million budget gap,0
Obama could decide on greater troop presence in Iraq soon: general,0
Exclusive: Most Americans support torture against terror suspects - Reuters/Ipsos poll,0
Draft of Puerto Rico legislation could be improved: White House,0
Republican Trump says women should be punished for illegal abortions,0
Supreme Court sympathetic to property owner in wetlands dispute,0
"Trump idea of Japan, South Korea with nuclear weapons is destabilizing: White House",0
Virginia governor vetoes religious protection bill,0
Sanctions 'overreach' risks driving business from U.S.: Treasury's Lew,0
"U.S. top court hands win to unions, splits 4-4 without Scalia",0
Trump campaign manager charged with misdemeanor battery against reporter,0
Trump drops pledge to back Republican presidential nominee other than himself,0
How selecting U.S. presidential candidates became the people's choice,0
Puerto Rico draft rescue bill guided by U.S. bankruptcy rules,0
Second judge says Clinton email setup may have been in 'bad faith',0
"U.S. sanctions an important tool, not to be used 'frivolously': Treasury's Lew",0
Wisconsin governor backs Republican Ted Cruz in presidential race,0
"Scranton, Pennsylvania to sell sewer utility for $195 million",0
Senator Kirk criticizes fellow Republicans on Garland boycott,0
Higher taxes in Obama's budget would cut deficits: CBO,0
Illinois governor undeterred by court ruling in union dues fight,0
Apple shares are one reason hedge funds lag mutual funds in 2016,0
Spy chiefs tell U.S. lawmakers plan to share raw data protects privacy,0
California deal could make state first with $15 minimum wage,0
Clinton warns of possible Trump Supreme Court nominations,0
U.S. top court seeks more information in contraception insurance case,0
Campaign rhetoric on Muslims harms U.S. security efforts: Homeland Security chief,0
Virginia governor vetoes bill cutting Planned Parenthood funding,0
Obama says journalists partly to blame for tone of presidential race,0
U.S. lawmakers want health agencies to lower prostate cancer drug cost,0
North Carolina transgender bathroom law faces federal court test,0
Obama meets with security advisers on Islamic State threat,0
Secret Service says 'no' to guns at Republican convention,0
Supreme Court rejects Illinois ex-governor's corruption appeal,0
"Youngstown, Ohio, mayor gets probation in corruption plea deal",0
Georgia governor to veto religious protection seen as anti-gay,0
"Trump questions NATO, Asia nuclear weapons ahead of Washington summit",0
Sanders says party leaders may 'rethink' after wins,0
Mexicans burn Donald Trump effigies in Easter ritual,0
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses",0
Trump would consider halting U.S. oil purchases from Saudis: NYT,0
"Trump's investment funds lose money, billionaire unfazed",0
"Republicans Cruz, Trump spar over tabloid charges of affair",0
"As tensions escalate, Cruz calls Trump a 'sniveling coward'",0
"Factbox: 'Carpet-bomb' ISIS, audit the Fed. What a President Cruz would do",0
Biden makes the case for Obama's Supreme Court nominee Garland,0
"Factbox: Increase defense spending, lower individual tax rate. What a President Kasich would do",0
"Factbox: End deportations, reform tax code. What a President Clinton would do",0
"Factbox: Break up big banks, end free-trade agreements. What a President Sanders would do",0
Role of tech who set up Clinton's server unknown to bosses at State,0
Former Kentucky state lawmaker sentenced to seven years for bribery,0
NY court dismisses suit to block Cruz White House bid,0
South Carolina governor urges U.S. to divert plutonium from Japan,0
U.S. frustration simmers over Belgium's struggle with militant threat,0
"U.S., Germany eye ways to deepen cyber collaboration",0
N.C. governor signs bill repealing Charlotte transgender bathroom law,0
"Trump's tariff plan could boomerang, spark trade wars with China, Mexico",0
From Russia with love: why the Kremlin backs Trump,0
Lawsuit against Trump model agency dismissed by U.S. judge,0
Obama praises Argentina's 'man in a hurry' Macri for reforms,0
California Republicans lean to Trump but dislike candidate choices,0
Phoenix mayor calls for probe of county's handling of presidential nominating vote,0
Clinton: More Europe can do to help U.S. combat terrorism,0
"Trump, Cruz trade barbs over wives in presidential race",0
Obama sees no Middle East peace deal before his presidency ends,0
Supreme Court faces 4-4 split in Obamacare contraception case,0
Cruz gets Jeb Bush backing as Republican elites try to stop Trump,0
House ethics panel investigating Democrat Corrine Brown,0
"Starbucks, Univision, Democracy Works aim to boost U.S. voter turnout",0
Opponents of Cruz White House bid take case to N.Y. appeals panel,0
"Pennsylvania budget to go into effect, ending long stalemate",0
Labor Department unveils controversial union 'persuader' rule,0
"Obama, Argentina's Macri discuss Brazil's political crisis",0
"Macri vows now, ""mature"" relationship with the U.S.",0
Lawmakers say NSA plan to expand sharing data ‘unconstitutional’,0
"Trump, Clinton win big in Arizona, but Cruz, Sanders show fight",0
Trump says Muslims not doing enough to prevent attacks,0
Trump 'plain wrong' to say Muslims not helping on extremists: UK minister,0
Jeb Bush endorses Ted Cruz for Republican nomination,0
"For 'Apprentice' insiders, Trump's 2016 bid has echoes of reality TV",0
Republicans criticize partisan divide at FCC,0
Measure to hike California's minimum wage to $15 qualifies for ballot,0
Obama high court nominee moves ahead with Senate meetings,0
Obama challenges Communist-led Cuba with call for democracy,0
New York lawmakers end last statewide ban on mixed martial arts,0
Obama wins over Cubans with straight talk and humility ,0
Colombian FARC rebels at ballgame in Cuba attended by Obama,0
Trump's 'love' for Israel still not quite requited,0
Democratic Party workers pore over videos in bid to hobble Trump,0
Trump backs waterboarding and 'a lot more' after Brussels attacks,0
U.S. states giving more ex-felons voting rights back,0
Obama says world must unite to defeat terrorism,0
House Speaker Ryan urges coordinated response to Brussels attack,0
Brill to step down from U.S. Federal Trade Commission,0
House Speaker Ryan won't endorse Trump 'authoritarian' critique,0
House Speaker Ryan attacks Obama trip to Cuba,0
Republican Cruz criticizes Trump for comments on NATO,0
"Brussels attacks will strengthen U.S., allies' resolve against terror: Clinton",0
Republican presidential candidate Cruz: 'Radical Islam' behind Belgium blasts,0
Republican presidential Kasich: U.S. must back allies after Belgium blasts,0
Trump says U.S. should toughen up fight against Islamist militants,0
New York lawmakers expected to clear way for mixed martial arts fights,0
U.S. says it may not need Apple to open San Bernardino iPhone,0
Obama spars with Cuba's Castro over human rights in historic visit,0
Puerto Rico takes restructuring law to U.S. high court ,0
Republican lawmakers to join Obama's Cuba visit,0
Trump vows strong ties with Israel if elected president,0
Kerry encouraged by Colombia peace talks after Havana meeting,0
"Trump vows strong U.S. ties with Israel, draws fire from Clinton",0
Gundlach sees Donald Trump nomination causing 'global growth scare',0
Kasich calls for 'active steps' to strengthen U.S.-Israel ties,0
Trump warns Republicans against pushing a third-party candidate,0
Senate proposal on encryption gives judges broad powers,0
Trump questions U.S. financial backing for NATO,0
Obama thinks regular U.S. tourism to Cuba could happen 'very soon': ABC,0
White House says has shared lists of political prisoners with Cuba,0
Liberal groups stage rallies to back Obama's Supreme Court pick,0
White House opposes bill it says harms FTC consumer protection ability,0
Trump says U.S. should spend less on NATO,0
Justices hostile to Virginia Republicans in black voters case,0
U.S. climate envoy Stern to step down: State Department,0
"FBI, Secret Service probe letter sent to Trump's sister: NBC",0
"Trump 'needs all the help he can get,' donors say",0
Good U.S.-Cuba ties are in Russia's interests: Kremlin,0
"With costly fight ahead against Trump, Cruz courts new donors",0
Obama in Cuba on historic visit,0
Democrat Sanders outraised Clinton in February: report,0
Cuba breaks up weekly dissident march hours before Obama visit,0
Colombia's FARC rebels to meet Kerry in Cuba during Obama trip,0
Trump refuses to condemn violence at his U.S. presidential rallies,0
Hillary Clinton raised $30.1 million in February,0
McConnell rules out action this year on high court,0
Anti-Trump protesters block Arizona road; march in New York,0
¿Qué bolá? Obama jokes with Cuban humorist in video,0
Scalia death a blow to Obamacare contraception challengers,0
Trump candidacy stirs alliance angst in Japan,0
Clinton's Asian-American outreach director leaving campaign,0
Obama allies to press Republicans on high court nomination,0
Trump's 'obsession' with anchorwoman Kelly is 'deplorable': Fox,0
"Romney offers vote, little else, to Cruz in Republican election battle",0
Obama's Cuba meetings will not be negotiated with Cuban government: White House,0
Mansion where Obama to stay in Havana 'built to impress',0
Sanders calls notion he should quit Democratic race 'absurd',0
Letter with granular matter sent to Trump's son in New York,0
Meet a man who will help determine Trump's fate in 2016 race,0
Obama's Argentina trip raises questions about Macri rights record,0
"Factbox: Build a giant wall, cut Education Department. What a President Trump would do",0
Romney says he will vote for Cruz in Utah presidential caucus,0
Illinois lawmaker's daughter charged in political staple attack,0
Ex-Connecticut Governor Rowland appeals conviction,0
Senators say they might confirm Obama's high court pick after election,0
U.S. general Lori Robinson to become first woman to lead combatant command,0
Obama to host summit with Nordic leaders in May: White House,0
Presidential candidate Cruz appoints Islam critics as advisers,0
Hillary Clinton wins Missouri Democratic primary: Associated Press,0
Protests planned for Trump speech at pro-Israel conference,0
Sarah Palin says husband still in intensive care after accident,0
Obama did not indicate preference for Democratic candidate: White House,0
House Speaker Ryan says contested Republican convention more likely,0
Republican candidate Cruz wins support from ex-rival Graham,0
Republican Marco Rubio not making a play for 2016 vice presidency,0
Judiciary committee chair prepared to meet court nominee: White House,0
Five North Carolina Sheriff's deputies disciplined over Trump rally,0
Embraer consultant says believes CEO knew of bribery: WSJ,0
"Top U.S. general, without citing Trump, warns on troops' morale",0
Kremlin says Donald Trump pre-election clip demonizes Russia,0
Republican Ryan rejects Trump warning of riots in presidential race,0
Sergeant Bergdahl says 'fantastic' plan crumbled hours after leaving post,0
